date,tollbooth,license_plate,cornsilk,slate_gray,navajo_white
2020.06.22,3,"HS-TM-25",0,4,4
2020.06.22,1,"PE-AP-95",0,0,4
2020.06.22,1,"FF-B-49",2,5,1
2020.06.22,3,"WB-XG-76",1,1,0
2020.06.22,2,"DEL-U-45",8,4,0
2020.06.22,3,"FO-RR-727",0,4,2
2020.06.22,2,"AZ-GM-4421",3,1,4
2020.06.22,1,"OG-EG-131",9,6,6
2020.06.22,1,"EU-RO-1",3,4,1
2020.06.22,1,"ROS-TE-56",1,2,7
2020.06.22,3,"NE-U-69",0,6,2
2020.06.22,3,"H-G-22",0,3,0
2020.06.22,3,"AW-DA-46",1,2,3
2020.06.22,3,"RD-Z-98",2,3,8
2020.06.22,3,"OA-YW-78",8,0,4
2020.06.22,1,"BOR-D-22",3,3,5
2020.06.22,2,"GE-GA-18",1,7,1
2020.06.22,2,"VEC-Z-116",5,1,1
2020.06.22,1,"KE-UP-71",0,1,4
2020.06.22,3,"NOM-VU-5",1,3,2
2020.06.22,3,"AW-Y-938",0,0,3
2020.06.22,3,"PIR-B-19",0,1,1
2020.06.22,1,"KN-XM-84",1,4,3
2020.06.22,2,"DU-TY-4369",3,5,0
2020.06.22,3,"LD-GQ-37",4,5,1
2020.06.22,1,"VER-LH-817",0,4,0
2020.06.22,1,"NVP-PG-374",5,1,0
2020.06.22,1,"LSN-HM-976",6,3,4
2020.06.22,2,"HR-Q-1412",1,0,4
2020.06.22,3,"C-PQ-668",7,0,2
2020.06.22,1,"LDK-O-871",5,4,5
2020.06.22,2,"LD-GQ-37",0,2,1
2020.06.22,1,"GRZ-F-893",0,1,2
2020.06.22,2,"HX-N-7",2,1,6
2020.06.22,3,"NWM-TI-235",2,1,6
2020.06.22,1,"OH-UK-118",3,2,7
2020.06.23,2,"OA-CM-78",2,2,0
2020.06.23,2,"BD-OO-2812",0,1,4
2020.06.23,2,"PF-T-3",2,1,0
2020.06.23,1,"IGB-HT-668",2,2,6
2020.06.23,2,"HAL-S-221",3,0,5
2020.06.23,3,"HDH-SY-2353",0,3,6
2020.06.23,2,"AA-NU-798",4,2,0
2020.06.23,2,"OF-OY-5221",2,9,0
2020.06.23,2,"FFB-N-22",0,6,0
2020.06.23,2,"HH-Z-6442",0,1,0
2020.06.23,3,"FN-WB-584",2,7,2
2020.06.23,1,"SHA-TG-92",6,1,0
2020.06.23,1,"MM-XG-2",4,0,1
2020.06.23,2,"AZ-GM-4421",4,7,0
2020.06.23,1,"AC-E-881",1,7,1
2020.06.23,3,"GZ-S-47",0,5,6
2020.06.23,1,"FD-QX-71",0,2,0
2020.06.23,1,"J-UD-436",2,0,3
2020.06.23,2,"MST-ZK-6",3,6,2
2020.06.23,2,"COC-F-49",0,0,4
2020.06.23,2,"SOK-X-75",0,5,5
2020.06.23,3,"OE-FZ-829",0,4,1
2020.06.23,2,"BP-QM-566",0,0,3
2020.06.23,2,"HWI-HV-63",3,4,0
2020.06.23,2,"SK-LP-46",7,2,0
2020.06.23,1,"KG-IF-93",5,1,1
2020.06.23,3,"VS-LV-958",1,3,1
2020.06.23,2,"GE-CZ-374",0,1,0
2020.06.23,1,"LL-MA-441",5,4,5
2020.06.23,1,"WUG-XR-597",0,6,0
2020.06.23,1,"LU-W-912",4,1,0
2020.06.23,2,"NW-PJ-297",4,4,0
2020.06.23,2,"EIC-OX-514",6,1,1
2020.06.23,1,"J-RW-6",4,0,2
2020.06.23,3,"HX-VE-52",5,4,3
2020.06.23,2,"LDK-O-871",4,3,6
2020.06.23,3,"WOB-BU-1256",1,0,1
2020.06.23,2,"DAU-P-533",4,5,0
2020.06.23,2,"VS-WI-4321",1,3,1
2020.06.23,1,"MÜ-BD-756",1,5,7
2020.06.23,3,"SL-AQ-29",2,7,1
2020.06.23,1,"SM-K-177",0,3,1
2020.06.23,2,"FT-KC-243",1,3,4
2020.06.23,1,"EIC-NB-96",2,0,1
2020.06.23,3,"AZ-DH-64",6,3,7
2020.06.23,2,"SL-AQ-29",0,1,0
2020.06.23,2,"BL-IB-934",3,4,3
2020.06.23,1,"WE-PQ-4",2,1,1
2020.06.23,3,"FG-KL-158",0,5,2
2020.06.23,2,"MSP-RR-3899",4,3,2
2020.06.23,3,"MR-PW-5475",0,2,0
2020.06.23,2,"GRZ-F-893",0,1,9
2020.06.23,1,"AW-T-573",2,0,0
2020.06.23,3,"CW-BE-877",0,0,4
2020.06.23,1,"DBR-J-771",0,3,2
2020.06.23,1,"ESW-WD-927",0,7,0
2020.06.23,2,"OAL-VK-36",1,8,0
2020.06.23,3,"BRB-SA-85",0,1,4
2020.06.23,2,"NMS-RL-52",1,5,4
2020.06.23,3,"MD-FU-28",1,3,2
2020.06.23,3,"FR-N-87",0,0,5
2020.06.23,2,"GÖ-DQ-38",3,0,6
2020.06.23,3,"TBB-P-32",1,2,3
2020.06.23,1,"SLS-O-59",1,7,5
2020.06.23,3,"VER-LH-817",1,3,7
2020.06.23,2,"ABI-OB-294",0,4,3
2020.06.23,1,"NOM-V-963",2,2,0
2020.06.23,1,"VK-DL-57",1,0,0
2020.06.23,2,"MVL-ZW-92",2,5,0
2020.06.23,1,"FR-X-57",1,6,0
2020.06.23,1,"LU-QM-5755",1,1,6
2020.06.23,1,"WES-PY-211",2,0,5
2020.06.23,2,"HF-G-1813",5,3,0
2020.06.23,2,"BIT-BA-78",7,3,1
2020.06.23,3,"BP-PV-56",2,3,6
2020.06.23,1,"MK-B-7",2,3,8
2020.06.23,1,"LÖ-H-4",3,1,1
2020.06.23,1,"PAF-C-7",1,1,1
2020.06.23,3,"TÖL-L-974",2,4,3
2020.06.23,2,"SP-DC-23",6,3,6
2020.06.23,3,"GZ-QU-8",3,4,1
2020.06.23,2,"OE-C-868",5,0,4
2020.06.23,1,"ES-RW-45",3,6,7
2020.06.23,1,"IN-DW-113",0,1,1
2020.06.23,1,"KE-UP-71",3,1,0
2020.06.23,1,"LIP-CU-242",1,3,2
2020.06.23,2,"THL-Q-628",8,1,1
2020.06.23,3,"LDK-P-4571",0,6,4
2020.06.23,2,"HWI-F-91",1,6,0
2020.06.23,2,"GI-QX-227",1,4,2
2020.06.23,1,"KR-MZ-52",7,3,0
2020.06.23,1,"SIG-A-9",1,4,5
2020.06.23,3,"KU-W-266",2,3,1
2020.06.23,3,"GS-W-438",2,2,2
2020.06.23,3,"THL-Q-628",0,0,0
2020.06.23,2,"GÜ-HR-5253",4,0,3
2020.06.23,3,"OD-G-493",4,2,3
2020.06.23,1,"HG-NS-13",8,6,0
2020.06.23,1,"NB-PX-887",1,2,7
2020.06.23,1,"PAF-U-154",3,0,7
2020.06.23,1,"BI-A-677",5,0,1
2020.06.23,3,"HH-R-524",1,4,6
2020.06.23,2,"MKK-UL-342",1,4,5
2020.06.23,2,"SAD-X-4",1,5,1
2020.06.23,2,"RÜG-K-633",4,1,4
2020.06.23,2,"RV-B-431",0,0,1
2020.06.23,2,"DL-TE-9762",4,0,5
2020.06.23,1,"KC-EG-737",3,3,1
2020.06.23,3,"MÜR-H-8",2,0,1
2020.06.23,1,"LG-AK-79",3,5,0
2020.06.23,1,"MKK-UL-342",6,0,0
2020.06.23,1,"M-U-193",7,6,1
2020.06.23,1,"PLÖ-X-7727",3,3,1
2020.06.23,1,"KI-QM-188",2,2,1
2020.06.23,1,"LWL-YE-8611",0,1,5
2020.06.23,2,"MSH-E-38",1,4,0
2020.06.23,1,"MSH-E-38",0,2,4
2020.06.23,1,"KN-XM-84",3,0,1
2020.06.23,2,"EI-DO-52",0,3,3
2020.06.23,3,"HDH-GJ-64",3,1,5
2020.06.23,2,"RV-K-225",5,4,1
2020.06.23,2,"V-D-29",0,4,1
2020.06.23,1,"R-OV-1777",0,2,4
2020.06.23,2,"HSK-V-3",4,0,2
2020.06.23,3,"WST-ZT-33",0,0,1
2020.06.23,3,"DEL-DU-639",7,1,4
2020.06.23,1,"SK-LP-46",6,2,1
2020.06.23,1,"MOS-NU-56",0,6,5
2020.06.23,3,"MVL-FA-18",3,0,8
2020.06.23,2,"KI-XS-3535",3,7,1
2020.06.23,3,"IZ-NY-652",4,1,4
2020.06.23,3,"PS-CS-44",3,2,1
2020.06.23,2,"HAM-V-523",3,2,1
2020.06.23,1,"RO-YT-78",4,4,4
2020.06.23,3,"PA-CR-3",5,0,1
2020.06.23,3,"SI-A-923",4,2,6
2020.06.23,3,"H-MH-183",0,6,1
2020.06.23,3,"WOB-DY-997",2,0,0
2020.06.23,3,"NOM-WG-8254",4,7,7
2020.06.23,3,"CB-UE-13",5,5,0
2020.06.23,1,"FD-QX-71",6,1,1
2020.06.23,2,"WUG-XR-597",1,0,7
2020.06.23,3,"GAP-K-7",6,4,1
2020.06.23,1,"LDS-L-17",1,1,4
2020.06.23,2,"GE-I-1289",3,0,5
2020.06.23,3,"FF-D-62",4,2,0
2020.06.23,3,"HDH-SY-2353",1,0,0
2020.06.23,3,"EA-CK-47",3,2,2
2020.06.23,3,"BP-PV-56",0,2,2
2020.06.23,2,"KÜN-SR-79",3,2,1
2020.06.23,2,"RD-UJ-8154",4,0,4
2020.06.23,2,"SHA-TG-92",3,1,0
2020.06.23,2,"TDO-ZD-529",1,0,3
2020.06.23,1,"SPN-KF-8545",5,8,0
2020.06.23,3,"OAL-A-459",0,2,0
2020.06.23,1,"HWI-F-91",0,1,4
2020.06.23,2,"WE-PQ-4",1,7,7
2020.06.23,2,"SK-O-2",1,1,2
2020.06.23,1,"ME-TS-1281",0,0,3
2020.06.23,2,"OD-NK-24",7,0,1
2020.06.23,1,"LSN-H-11",2,2,3
2020.06.24,2,"GAP-MQ-6",2,0,1
2020.06.24,1,"BRB-SA-85",1,1,0
2020.06.24,2,"OS-D-832",0,1,3
2020.06.24,1,"WES-PY-211",0,7,0
2020.06.24,1,"FFB-O-81",1,2,2
2020.06.24,2,"EBE-DX-63",0,1,4
2020.06.24,1,"NW-MZ-535",5,0,0
2020.06.24,2,"HAM-W-8762",1,3,9
2020.06.24,3,"GRZ-DG-313",4,1,3
2020.06.24,3,"SLK-KB-936",5,5,0
2020.06.24,1,"TÜ-YR-2557",0,4,3
2020.06.24,1,"FD-Y-49",2,5,4
2020.06.24,2,"S-E-6",2,2,1
2020.06.24,2,"GRZ-DG-313",1,6,2
2020.06.24,2,"ST-UD-563",0,1,3
2020.06.24,3,"OB-HL-978",3,0,3
2020.06.24,1,"FL-CP-22",1,2,0
2020.06.24,1,"CW-BE-877",2,8,0
2020.06.24,2,"AW-Y-938",0,5,1
2020.06.24,3,"KC-EG-737",2,0,5
2020.06.24,2,"AC-E-881",2,2,0
2020.06.24,3,"RPL-EJ-464",4,1,5
2020.06.24,3,"SIG-A-9",5,0,1
2020.06.24,1,"RO-N-61",3,3,0
2020.06.24,1,"MA-AA-3645",1,1,1
2020.06.24,2,"NWM-E-99",3,2,8
2020.06.24,3,"NVP-WI-779",4,3,3
2020.06.24,2,"LA-DH-8938",2,8,2
2020.06.24,1,"LD-GQ-37",2,2,0
2020.06.24,3,"OH-UK-118",1,1,6
2020.06.24,3,"AUR-QQ-56",6,1,5
2020.06.24,2,"HAM-W-8762",1,0,3
2020.06.24,2,"FD-Y-49",6,0,1
2020.06.24,2,"MKK-CL-93",1,8,6
2020.06.24,1,"KS-NO-59",1,4,0
2020.06.24,3,"GZ-I-4591",6,0,0
2020.06.24,1,"MOL-VD-8624",3,1,1
2020.06.24,2,"CO-O-5",0,1,1
2020.06.24,3,"AÖ-FO-75",0,1,4
2020.06.24,1,"NB-Y-691",0,2,2
2020.06.24,3,"MN-W-7",6,0,0
2020.06.24,1,"MST-JJ-18",6,5,2
2020.06.24,1,"TG-JM-7",3,0,6
2020.06.24,1,"IN-B-594",1,0,5
2020.06.24,3,"HOL-Q-84",2,0,6
2020.06.24,1,"RPL-DE-9572",1,4,2
2020.06.24,2,"NWM-E-99",8,2,5
2020.06.24,2,"HI-LK-5831",0,4,2
2020.06.24,1,"BWL-MV-2",6,5,5
2020.06.24,3,"MK-A-39",4,2,3
2020.06.24,2,"WUN-RE-488",2,6,2
2020.06.24,3,"MG-F-492",7,9,4
2020.06.24,2,"RV-AQ-65",1,6,0
2020.06.24,3,"DL-FP-543",0,2,3
2020.06.24,3,"MA-H-94",5,2,1
2020.06.24,2,"LIF-K-87",0,5,0
2020.06.24,1,"OE-VX-791",1,5,1
2020.06.24,2,"STD-HK-6546",4,1,1
2020.06.24,1,"BP-O-42",7,5,4
2020.06.24,1,"CO-O-5",5,0,3
2020.06.24,1,"DU-TY-4369",1,5,0
2020.06.24,1,"TBB-Q-3",9,1,4
2020.06.24,1,"WF-O-94",1,3,4
2020.06.24,3,"NU-PM-2",3,8,9
2020.06.24,1,"LM-GL-1241",4,2,4
2020.06.24,1,"LI-GA-92",1,4,2
2020.06.24,2,"EIC-OX-514",5,1,0
2020.06.24,1,"BWL-K-815",5,3,0
2020.06.24,1,"SAD-J-174",3,3,1
2020.06.24,2,"LD-D-957",7,3,1
2020.06.24,1,"OHZ-W-68",4,2,0
2020.06.24,1,"WHV-TS-31",1,0,1
2020.06.24,2,"WF-BF-166",0,4,1
2020.06.24,2,"DH-X-716",7,6,1
2020.06.24,3,"FF-C-866",6,1,4
2020.06.24,3,"TDO-O-72",3,3,0
2020.06.24,3,"STA-YH-12",2,6,0
2020.06.24,2,"BI-YC-52",0,5,1
2020.06.24,2,"HOM-SJ-597",5,7,0
2020.06.24,2,"BOR-D-22",5,2,5
2020.06.24,1,"SLF-G-6848",1,4,1
2020.06.24,2,"SLF-T-9697",5,2,2
2020.06.24,1,"OA-CM-78",6,4,2
2020.06.24,3,"MOL-HA-69",2,0,2
2020.06.24,3,"WAF-AR-4759",2,1,2
2020.06.24,3,"KÜN-W-532",3,4,0
2020.06.24,3,"AS-PG-9",2,3,0
2020.06.24,1,"WIL-N-945",4,5,3
2020.06.24,2,"OL-A-623",2,3,4
2020.06.24,3,"BIT-BA-78",4,6,3
2020.06.24,2,"SPN-EF-219",6,1,4
2020.06.24,1,"MÜ-BD-756",0,2,4
2020.06.24,3,"V-D-852",2,4,2
2020.06.24,2,"AK-Q-9",0,5,0
2020.06.24,3,"MVL-B-85",3,0,0
2020.06.24,2,"MST-F-51",3,0,3
2020.06.24,2,"BTF-BY-689",4,5,1
2020.06.24,1,"EL-S-183",1,1,5
2020.06.24,1,"AE-HA-68",5,2,1
2020.06.24,3,"LOS-L-92",1,6,6
2020.06.24,3,"MM-BT-443",5,0,5
2020.06.24,3,"SK-O-2",1,2,3
2020.06.24,3,"HDH-ZE-418",3,0,6
2020.06.24,1,"RÜG-YG-27",0,2,1
2020.06.24,2,"MM-XG-2",1,0,5
2020.06.24,2,"OH-Q-6",2,5,6
2020.06.24,2,"HWI-KK-52",2,4,2
2020.06.24,2,"SM-K-177",3,0,5
2020.06.24,2,"WOB-BU-1256",4,8,6
2020.06.24,2,"SI-A-923",1,3,6
2020.06.24,3,"HP-U-143",4,7,4
2020.06.24,1,"WOB-DY-997",1,3,1
2020.06.24,3,"AW-UI-422",1,0,0
2020.06.24,3,"REG-SE-5415",0,0,1
2020.06.24,1,"OA-CM-78",2,0,2
2020.06.24,1,"MR-Z-935",0,2,0
2020.06.24,2,"MÜR-H-8",5,0,2
2020.06.24,2,"SÜW-P-3",4,7,4
2020.06.24,1,"RT-SA-7926",3,8,0
2020.06.24,2,"FFB-F-846",1,0,0
2020.06.24,2,"FN-WB-584",6,2,0
2020.06.24,2,"LOS-OI-716",3,5,4
2020.06.24,2,"MZ-SC-1833",0,0,5
2020.06.24,2,"BOT-TZ-641",0,3,1
2020.06.24,2,"AK-Q-9",5,4,1
2020.06.24,1,"PLÖ-X-7727",0,6,0
2020.06.24,3,"SL-RS-233",1,6,0
2020.06.24,2,"DH-WY-99",0,3,0
2020.06.24,2,"AS-N-77",0,6,1
2020.06.24,3,"ZW-X-61",3,1,7
2020.06.25,2,"SLS-O-59",2,3,6
2020.06.25,1,"OH-C-49",0,3,3
2020.06.25,2,"SLK-O-32",2,1,5
2020.06.25,2,"MK-B-7",1,3,5
2020.06.25,2,"WF-O-94",8,3,1
2020.06.25,3,"STD-DW-8",4,3,6
2020.06.25,1,"WÜ-JN-76",1,2,0
2020.06.25,2,"PAF-N-97",1,5,6
2020.06.25,2,"THW-Z-13",0,2,3
2020.06.25,1,"ER-V-631",0,3,5
2020.06.25,2,"KA-RJ-3",7,5,1
2020.06.25,2,"OHZ-FH-29",4,3,2
2020.06.25,2,"SLK-KB-936",5,1,7
2020.06.25,2,"NM-C-81",4,0,2
2020.06.25,2,"BP-O-42",0,7,1
2020.06.25,2,"LIF-DV-2",4,2,2
2020.06.25,3,"UN-KX-61",2,4,3
2020.06.25,2,"LIP-CU-242",2,0,8
2020.06.25,2,"ES-E-14",1,0,1
2020.06.25,1,"GS-W-438",1,5,9
2020.06.25,2,"AW-UI-422",7,1,7
2020.06.25,2,"BC-VO-9",0,0,0
2020.06.25,1,"OF-OY-5221",5,2,4
2020.06.25,1,"WAF-P-167",3,0,1
2020.06.25,1,"GÜ-M-3733",4,0,5
2020.06.25,1,"TIR-F-322",1,2,5
2020.06.25,2,"SOK-B-14",2,0,6
2020.06.25,1,"OD-NK-24",7,2,2
2020.06.25,2,"HG-NS-13",2,8,2
2020.06.25,3,"K-O-82",4,2,3
2020.06.25,3,"DH-G-8",2,0,0
2020.06.25,3,"FFB-H-545",1,5,0
2020.06.25,3,"AÖ-ZM-15",2,2,2
2020.06.25,1,"AW-T-573",2,5,1
2020.06.25,1,"NOM-VU-5",3,3,6
2020.06.25,2,"STD-DW-8",4,1,2
2020.06.25,1,"HSK-L-873",1,1,6
2020.06.25,1,"BN-PG-22",0,2,3
2020.06.25,1,"LSN-H-11",1,4,3
2020.06.25,3,"VK-ZT-15",1,1,0
2020.06.25,3,"DAU-P-533",1,7,3
2020.06.25,2,"OHV-NV-458",3,2,0
2020.06.25,2,"HGW-M-456",0,5,4
2020.06.25,2,"MIL-Y-63",0,0,7
2020.06.25,1,"MKK-UL-342",1,3,1
2020.06.25,1,"BGL-T-48",1,1,6
2020.06.25,2,"WTM-NF-794",1,0,2
2020.06.25,2,"BD-OO-2812",1,1,3
2020.06.25,2,"LIP-CU-242",4,1,0
2020.06.25,3,"FÜ-BE-329",2,0,1
2020.06.25,1,"SLS-F-723",2,5,3
2020.06.25,1,"NMS-D-76",6,0,1
2020.06.25,2,"KÜN-SR-79",6,1,4
2020.06.25,1,"PAF-YC-949",1,3,2
2020.06.25,1,"PS-CS-44",2,4,2
2020.06.25,3,"WHV-TS-31",3,1,2
2020.06.25,2,"AN-JI-788",2,4,6
2020.06.25,1,"KG-OF-875",4,0,6
2020.06.25,3,"FT-KC-243",0,2,7
2020.06.25,2,"SIG-R-3871",7,2,3
2020.06.25,1,"MTK-YV-854",5,1,1
2020.06.25,1,"SHK-PN-16",1,3,1
2020.06.25,2,"PR-JQ-945",3,1,0
2020.06.25,1,"AB-JT-79",1,5,4
2020.06.25,1,"RO-YT-78",5,7,0
2020.06.25,1,"FF-D-62",1,2,7
2020.06.25,2,"IN-DW-113",9,2,4
2020.06.25,3,"TÖL-T-92",0,2,1
2020.06.25,1,"IN-B-594",1,4,6
2020.06.25,2,"DH-G-8",3,0,2
2020.06.25,3,"WAF-P-167",1,1,7
2020.06.25,3,"SÜW-P-3",4,2,6
2020.06.25,3,"LOS-PO-8114",1,0,6
2020.06.25,1,"ST-UD-563",1,6,5
2020.06.25,1,"KU-BN-63",0,1,1
2020.06.25,1,"GL-I-551",5,1,4
2020.06.25,2,"HDH-ZP-5",3,1,1
2020.06.25,3,"ME-UK-74",1,5,2
2020.06.25,3,"NMS-RL-52",0,5,3
2020.06.25,1,"LM-QT-719",1,1,1
2020.06.25,1,"HDH-TT-9",1,1,0
2020.06.25,2,"SL-AQ-29",4,2,0
2020.06.25,3,"OE-G-499",1,1,0
2020.06.25,3,"DH-MT-479",1,6,0
2020.06.25,1,"HEF-J-696",1,1,1
2020.06.25,2,"CE-X-322",0,7,0
2020.06.25,2,"MVL-ZM-31",0,5,2
2020.06.25,3,"RS-K-423",3,0,6
2020.06.25,3,"MYK-M-28",6,5,6
2020.06.25,3,"FL-CP-22",0,2,5
2020.06.25,2,"TUT-O-99",9,2,0
2020.06.25,3,"OPR-TN-8",5,4,5
2020.06.25,2,"H-S-495",1,5,2
2020.06.25,1,"WT-JM-352",2,3,0
2020.06.25,1,"FRI-V-116",3,7,0
2020.06.25,3,"LER-JZ-1955",3,1,4
2020.06.25,3,"NVP-WI-779",0,1,8
2020.06.25,1,"WM-X-147",5,1,1
2020.06.25,3,"DH-X-716",1,2,2
2020.06.25,1,"Y-YJ-83",6,3,3
2020.06.25,1,"HH-Z-6442",2,2,3
2020.06.25,2,"BL-GA-82",2,4,0
2020.06.25,3,"WAF-G-264",0,2,9
2020.06.25,1,"HOL-I-97",1,2,1
2020.06.25,2,"HBN-B-8881",1,4,0
2020.06.25,2,"AW-UI-422",5,1,1
2020.06.25,1,"HG-NS-13",5,0,0
2020.06.25,1,"HVL-A-891",2,0,6
2020.06.25,3,"CB-VW-163",1,4,4
2020.06.25,1,"SHA-TG-92",4,3,0
2020.06.25,3,"V-D-852",2,4,2
2020.06.25,3,"RO-P-622",1,4,3
2020.06.25,3,"ROS-R-42",5,1,1
2020.06.25,3,"HF-BN-8",0,1,1
2020.06.25,1,"LIF-EO-521",0,1,7
2020.06.25,2,"LRO-F-564",7,0,1
2020.06.26,2,"MST-F-51",4,1,1
2020.06.26,2,"RO-YT-78",9,4,2
2020.06.26,2,"WOB-G-37",0,5,0
2020.06.26,2,"NVP-WI-779",1,0,0
2020.06.26,1,"KF-G-9",3,1,5
2020.06.26,1,"SO-ND-149",1,4,2
2020.06.26,1,"TBB-EV-82",0,3,0
2020.06.26,3,"SAD-X-4",0,1,4
2020.06.26,2,"OB-HL-978",4,1,2
2020.06.26,2,"SZ-DC-721",5,3,1
2020.06.26,3,"NF-H-1344",0,6,4
2020.06.26,1,"RS-K-423",3,0,1
2020.06.26,1,"SOK-X-75",3,4,2
2020.06.26,3,"AZ-GM-4421",1,5,6
2020.06.26,1,"NM-UR-24",3,7,3
2020.06.26,2,"V-D-29",4,0,1
2020.06.26,3,"MÜR-H-8",2,2,0
2020.06.26,3,"AK-Q-9",5,4,3
2020.06.26,2,"RW-U-95",2,0,2
2020.06.26,1,"KI-H-31",0,0,0
2020.06.26,2,"CB-UE-13",1,2,3
2020.06.26,2,"FD-QX-71",0,2,3
2020.06.26,3,"PF-AI-137",0,4,0
2020.06.26,1,"HSK-V-3",1,0,0
2020.06.26,1,"PAF-YC-949",3,2,0
2020.06.26,1,"NU-N-3",0,3,1
2020.06.26,2,"BRA-WE-53",1,1,2
2020.06.26,3,"AN-JI-788",8,5,0
2020.06.26,1,"WF-W-6",6,1,7
2020.06.26,1,"EBE-DX-63",0,1,6
2020.06.26,3,"R-H-92",1,1,4
2020.06.26,1,"PR-X-76",1,0,0
2020.06.26,1,"KÜN-SR-79",0,1,2
2020.06.26,3,"OE-C-868",4,1,0
2020.06.26,1,"MA-AA-3645",4,1,4
2020.06.26,3,"HAM-D-6",9,0,5
2020.06.26,1,"IN-JW-26",2,1,2
2020.06.26,3,"SI-A-923",0,2,4
2020.06.26,2,"DN-KF-952",2,2,2
2020.06.26,2,"HDH-TT-9",4,4,3
2020.06.26,1,"DH-G-8",4,3,1
2020.06.26,3,"VS-WI-4321",4,4,4
2020.06.26,1,"BWL-H-12",6,0,1
2020.06.26,3,"RÜG-HL-828",4,0,3
2020.06.26,2,"WUN-T-63",6,5,6
2020.06.26,3,"IGB-HT-668",0,3,6
2020.06.26,3,"BO-PT-722",3,6,3
2020.06.26,2,"MZ-SC-1833",2,7,2
2020.06.26,1,"RÜG-UX-14",7,0,1
2020.06.26,1,"LER-M-68",1,0,2
2020.06.26,3,"GP-X-91",2,2,0
2020.06.26,2,"EIC-KE-435",4,2,0
2020.06.26,3,"ER-V-631",1,0,1
2020.06.26,1,"UN-V-24",2,2,5
2020.06.26,3,"KN-E-737",5,5,1
2020.06.26,1,"N-L-913",1,4,3
2020.06.26,2,"WAF-P-167",1,2,5
2020.06.26,1,"STD-DW-8",6,0,0
2020.06.26,1,"KN-E-737",7,5,5
2020.06.26,2,"FR-N-87",5,5,3
2020.06.26,3,"G-W-9626",0,0,6
2020.06.26,3,"A-R-195",7,2,2
2020.06.26,3,"LM-SX-381",0,0,5
2020.06.26,3,"BD-Z-2645",5,4,0
2020.06.26,2,"TBB-Q-3",2,5,6
2020.06.26,1,"DLG-S-3456",7,2,4
2020.06.26,3,"GE-CZ-374",4,6,7
2020.06.26,1,"NVP-P-13",6,4,6
2020.06.26,1,"NWM-TI-235",1,1,0
2020.06.26,3,"MYK-M-28",6,2,1
2020.06.26,3,"DU-ZW-559",4,0,5
2020.06.26,1,"SPN-EF-219",1,2,0
2020.06.26,2,"BO-PT-722",2,4,0
2020.06.26,1,"WOB-G-37",1,5,7
2020.06.26,2,"LOS-N-6",4,1,6
2020.06.26,1,"DL-CC-26",0,4,6
2020.06.26,2,"MKK-UL-342",2,0,2
2020.06.26,2,"LOS-PO-8114",2,4,3
2020.06.26,2,"G-O-397",2,5,0
2020.06.26,3,"FL-S-62",2,0,6
2020.06.26,1,"TG-KW-157",3,1,0
2020.06.26,1,"OE-W-823",0,2,1
2020.06.26,1,"HER-T-32",2,0,3
2020.06.26,2,"SO-XK-811",7,3,2
2020.06.26,2,"LG-I-3",1,1,3
2020.06.26,3,"KYF-N-4",0,2,3
2020.06.26,2,"REG-SE-5415",5,5,1
2020.06.26,1,"H-MH-183",7,4,3
2020.06.26,2,"GR-S-678",2,2,5
2020.06.26,3,"RW-U-95",0,0,2
2020.06.26,1,"KN-E-737",3,0,0
2020.06.26,1,"BK-IE-98",4,0,1
2020.06.26,3,"MA-AA-3645",0,5,3
2020.06.26,1,"GTH-J-386",3,2,1
2020.06.26,3,"IN-B-594",1,3,4
2020.06.26,1,"DH-MT-479",5,9,2
2020.06.26,3,"SK-YB-268",1,2,3
2020.06.26,1,"EA-K-3",2,1,2
2020.06.26,3,"GL-I-551",5,4,1
2020.06.26,3,"ERZ-DZ-2336",0,7,3
2020.06.26,2,"HR-F-73",0,1,1
2020.06.26,3,"COE-BW-89",6,1,1
2020.06.26,1,"NOH-ZD-37",6,4,1
2020.06.26,3,"MOL-VD-8624",0,9,1
2020.06.26,1,"BD-OO-2812",1,3,5
2020.06.26,1,"MOL-VD-8624",0,5,1
2020.06.26,3,"MSP-RR-3899",5,4,3
2020.06.26,2,"RÜG-HL-828",0,1,0
2020.06.26,2,"ME-Z-22",2,5,5
2020.06.26,1,"K-P-279",4,5,0
2020.06.26,3,"SW-RM-63",5,2,4
2020.06.27,2,"BTF-BY-689",1,3,5
2020.06.27,3,"DGF-FJ-94",2,0,4
2020.06.27,1,"B-T-39",1,1,1
2020.06.27,3,"OG-EG-131",5,5,1
2020.06.27,1,"GZ-QU-8",5,0,2
2020.06.27,2,"WST-ZT-33",6,4,0
2020.06.27,2,"CB-V-324",2,4,4
2020.06.27,1,"NM-C-81",7,0,0
2020.06.27,2,"GZ-I-4591",1,0,1
2020.06.27,1,"CO-O-5",4,1,3
2020.06.27,2,"AS-PG-9",6,0,4
2020.06.27,2,"SAW-B-78",1,5,0
2020.06.27,3,"WHV-U-981",3,3,1
2020.06.27,2,"WIL-C-44",2,6,1
2020.06.27,2,"SAW-H-67",0,0,4
2020.06.27,3,"DLG-AY-5813",1,0,3
2020.06.27,2,"BP-QM-566",1,3,1
2020.06.27,1,"AA-NU-798",3,2,0
2020.06.27,2,"ERZ-DZ-2336",0,1,4
2020.06.27,1,"OB-HL-978",4,0,1
2020.06.27,1,"AK-PQ-89",1,1,4
