iata,name,city,state,country,lat,long,dst,tz,utc_offset
MNV,Monroe County,Madisonville,TN,USA,35.54537222,-84.380235,,America/New_York,-4
M54,Lebanon Municipal,Lebanon,TN,USA,36.19041667,-86.31569444,,America/Chicago,-5
M02,Dickson Municipal,Dickson,TN,USA,36.12931722,-87.43007056,,America/Chicago,-5
UCY,Everett-Stewart,Union City,TN,USA,36.38025,-88.98547778,,America/Chicago,-5
GZS,Abernathy ,Pulaski,TN,USA,35.15371972,-87.05681444,,America/Chicago,-5
SRB,Upper Cumberland Regional,Sparta,TN,USA,36.05593278,-85.5307475,,America/Chicago,-5
M53,Humboldt Municipal,Humboldt,TN,USA,35.80218,-88.87494944,,America/Chicago,-5
M15,Perry County,Linden,TN,USA,35.59590306,-87.87669361,,America/Chicago,-5
0M1,Scott ,Parsons,TN,USA,35.63778,-88.127995,,America/Chicago,-5
3A2,New Tazewell Municipal,Tazewell,TN,USA,36.41008417,-83.55546167,,America/New_York,-4
GCY,Greeneville Municipal,Greeneville,TN,USA,36.19299083,-82.81507028,,America/New_York,-4
M33,Sumner County Regional,Gallatin,TN,USA,36.37684472,-86.40875861,,America/Chicago,-5
1A7,Jackson County,Gainesboro,TN,USA,36.39728139,-85.64164278,,America/Chicago,-5
SCX,Scott Municipal,Oneida,TN,USA,36.45569444,-84.58575,,America/New_York,-4
1A3,Martin Campbell ,Copperhill,TN,USA,35.01619111,-84.34631083,,America/New_York,-4
DKX,Knoxville Downtown Island,Knoxville,TN,USA,35.96383361,-83.87365389,,America/New_York,-4
SNH,Savannah Hardin County,Savannah,TN,USA,35.170359999999995,-88.21587,,America/Chicago,-5
1M5,Portland Municipal,Portland,TN,USA,36.59287528,-86.47691028,,America/Chicago,-5
0M4,Benton County,Camden,TN,USA,36.01122694,-88.12328833,,America/Chicago,-5
SYI,Bomar Field-Shelbyville Municipal,Shelbyville,TN,USA,35.56009889,-86.44249333,,America/Chicago,-5
M91,Springfield-Robertson County,Springfield,TN,USA,36.53726194,-86.92068917,,America/Chicago,-5
FYM,Fayetteville Municipal,Fayetteville,TN,USA,35.05836278,-86.56441139,,America/Chicago,-5
PHT,Henry County,Paris,TN,USA,36.33822472,-88.38287861,,America/Chicago,-5
THA,Tullahoma Regional,Tullahoma,TN,USA,35.38015694,-86.24602333,,America/Chicago,-5
0A3,Smithville Municipal,Smithville,TN,USA,35.98531194,-85.80931806,,America/Chicago,-5
0A9,Elizabethton Municipal,Elizabethton,TN,USA,36.37094306,-82.17374111,,America/New_York,-4
2A1,Jamestown Municipal,Jamestown,TN,USA,36.34970833,-84.94664472,,America/Chicago,-5
HZD,Carroll County,Huntingdon,TN,USA,36.08930722,-88.46329778,,America/Chicago,-5
RNC,Warren County Memorial,McMinnville,TN,USA,35.69870944,-85.84381722,,America/Chicago,-5
0M5,Humphreys County,Waverly,TN,USA,36.11659972,-87.73815889,,America/Chicago,-5
2M2,Lawrenceburg Municipal,Lawrenceburg,TN,USA,35.234302500000005,-87.25793222,,America/Chicago,-5
RKW,Rockwood Municipal,Rockwood,TN,USA,35.922295,-84.68966278,,America/Chicago,-5
2A0,Mark Anton,Dayton,TN,USA,35.48624611,-84.93109722,,America/New_York,-4
2M8,Charles W. Baker,Millington,TN,USA,35.27897583,-89.93147611,,America/Chicago,-5
3M7,Lafayette Municipal,Lafayette,TN,USA,36.518375,-86.05828083,,America/Chicago,-5
MRC,Maury County,Columbia-Mt Pleasant,TN,USA,35.55413889,-87.17891667,,America/Chicago,-5
GHM,Centerville Municipal,Centerville,TN,USA,35.83742722,-87.445375,,America/Chicago,-5
MOR,Moore-Murrell,Morristown,TN,USA,36.17939639,-83.37544944,,America/New_York,-4
8A3,Livingston Municipal,Livingston,TN,USA,36.41217389,-85.31154861,,America/Chicago,-5
TGC,Gibson County,Trenton,TN,USA,35.93245472,-88.84894028,,America/Chicago,-5
F85,Morton-Cochran County,Morton,TX,USA,33.72926389,-102.7338183,,America/Chicago,-5
ILE,Killeen Municipal,Killeen,TX,USA,31.08583333,-97.6865,,America/Chicago,-5
LNC,Lancaster,Lancaster,TX,USA,32.57919111,-96.71905111,,America/Chicago,-5
Q06,City of Tulia/Swisher County Municipal,Tulia,TX,USA,34.56682472,-101.78146109999999,,America/Chicago,-5
0F2,Bowie Municipal,Bowie,TX,USA,33.60166667,-97.77556,,America/Chicago,-5
GTU,Georgetown Municipal,Georgetown,TX,USA,30.67880889,-97.67938389,,America/Chicago,-5
SLR,Sulphur Springs Municipal,Sulphur Springs,TX,USA,33.15983333,-95.62113889,,America/Chicago,-5
T65,Mid Valley,Weslaco,TX,USA,26.17763889,-97.97305556,,America/Chicago,-5
T72,Hearne Municipal,Hearne,TX,USA,30.87182917,-96.62222639,,America/Chicago,-5
TKI,McKinney Municipal,McKinney,TX,USA,33.17794778,-96.590527500000007,,America/Chicago,-5
07F,Gladewater Municipal,Gladewater,TX,USA,32.52883861,-94.97174556,,America/Chicago,-5
7F6,Clarksville-Red River County,Clarksville,TX,USA,33.59316472,-95.06355528,,America/Chicago,-5
HRX,Hereford Municipal,Hereford,TX,USA,34.85761639,-102.3272017,,America/Chicago,-5
Q24,Levelland Municipal,Levelland,TX,USA,33.54980833,-102.3727333,,America/Chicago,-5
T90,Chambers County,Winnie/Stowell,TX,USA,29.804109999999998,-94.43102306,,America/Chicago,-5
6R9,Llano Municipal,Llano,TX,USA,30.78450278,-98.66025083,,America/Chicago,-5
ASL,Marshall - Harrison County,Marshall,TX,USA,32.5205,-94.30777778,,America/Chicago,-5
E11,Andrews County,Andrews,TX,USA,32.33111111,-102.5295278,,America/Chicago,-5
F44,Athens Jones Municipal,Athens,TX,USA,32.16384778,-95.82835306,,America/Chicago,-5
F53,Franklin County,Mount Vernon,TX,USA,33.21530583,-95.2374925,,America/Chicago,-5
GLE,Gainesville Municipal,Gainesville,TX,USA,33.65136111,-97.19702778,,America/Chicago,-5
00R,Livingston Municipal,Livingston,TX,USA,30.68586111,-95.01792778,,America/Chicago,-5
T80,Kleberg County,Kingsville,TX,USA,27.55086111,-98.03091833,,America/Chicago,-5
T97,Calhoun County,Port Lavaca,TX,USA,28.65405111,-96.6813125,,America/Chicago,-5
23R,Devine Municipal,Devine,TX,USA,29.1384075,-98.94189028,,America/Chicago,-5
F51,Winnsboro Municipal,Winnsboro,TX,USA,32.93884556,-95.27886083,,America/Chicago,-5
PVW,Hale County,Plainview,TX,USA,34.16814722,-101.7173361,,America/Chicago,-5
15F,Haskell Municipal,Haskell,TX,USA,33.19155556,-99.71793056,,America/Chicago,-5
GKY,Arlington Municipal,Arlington,TX,USA,32.66241528,-97.09391139,,America/Chicago,-5
ETN,Eastland Municipal,Eastland,TX,USA,32.41349167,-98.80975667,,America/Chicago,-5
F17,Center Municipal,Center,TX,USA,31.83158333,-94.15641667,,America/Chicago,-5
F46,Rockwall Municipal,Rockwall,TX,USA,32.93059444,-96.43548556,,America/Chicago,-5
4T6,Mid-Way,Midlothian-Waxahachie,TX,USA,32.45609722,-96.91240972,,America/Chicago,-5
COM,Coleman Municipal,Coleman,TX,USA,31.84113889,-99.40361111,,America/Chicago,-5
F00,Jones ,Bonham,TX,USA,33.61172222,-96.17938889,,America/Chicago,-5
RFG,Refugio-Rooke ,Refugio,TX,USA,28.29361694,-97.32304833,,America/Chicago,-5
T57,Garland Heliport,Garland,TX,USA,32.887625,-96.6836075,,America/Chicago,-5
4F4,Gilmer-Upshur County,Gilmer,TX,USA,32.699,-94.94886111,,America/Chicago,-5
BMQ,Burnet Muni-Kate Craddock ,Burnet,TX,USA,30.73894444,-98.23858333,,America/Chicago,-5
SPX,Houston-Gulf,Houston,TX,USA,29.50836111,-95.05133333,,America/Chicago,-5
MDD,Midland Airpark,Midland,TX,USA,32.03652444,-102.1010278,,America/Chicago,-5
GPM,Grand Prairie Municipal,Grand Prairie,TX,USA,32.69858333,-97.04652778,,America/Chicago,-5
LXY,Mexia-Limestone County,Mexia,TX,USA,31.63983472,-96.51472222,,America/Chicago,-5
OCH,Nacogdoches-A.L. Mangham Jr. Regional,Nacogdoches,TX,USA,31.57802778,-94.70954167,,America/Chicago,-5
T69,Sinton-San Patricio County,Sinton,TX,USA,28.03925,-97.54244444,,America/Chicago,-5
49T,Downtown Heliport,Dallas,TX,USA,32.77333333,-96.80027778,,America/Chicago,-5
5F1,Post-Garza County Municipal,Post,TX,USA,33.20370556,-101.34041500000001,,America/Chicago,-5
60F,Seymour Municipal,Seymour,TX,USA,33.64870417,-99.26063056,,America/Chicago,-5
E35,Fabens,Fabens,TX,USA,31.51567306,-106.14719779999999,,America/Denver,-6
T47,Kickapoo Downtown Airpark,Wichita Falls,TX,USA,33.86122222,-98.4904425,,America/Chicago,-5
T53,Robstown-Nueces County,Robstown,TX,USA,27.77854306,-97.69052389,,America/Chicago,-5
T89,Castroville Municipal,Castroville,TX,USA,29.34192083,-98.85090056,,America/Chicago,-5
6R3,Cleveland Municipal,Cleveland,TX,USA,30.35643,-95.00801472,,America/Chicago,-5
2F7,Commerce Municipal,Commerce,TX,USA,33.29288889,-95.89641806,,America/Chicago,-5
3R1,Bay City Municipal,Bay City,TX,USA,28.973254999999998,-95.86345528,,America/Chicago,-5
F39,Grayson County,Sherman/Denison,TX,USA,33.71411111,-96.67366667,,America/Chicago,-5
LVJ,Clover ,Houston,TX,USA,29.52130556,-95.24216667,,America/Chicago,-5
PYX,Perryton Ochiltree County,Perryton,TX,USA,36.41200333,-100.75178829999999,,America/Chicago,-5
T28,Lampasas Municipal,Lampasas,TX,USA,31.10672694,-98.19600194,,America/Chicago,-5
BWD,Brownwood Municipal,Brownwood,TX,USA,31.79362222,-98.95649528,,America/Chicago,-5
F06,Marian Airpark,Wellington,TX,USA,34.84561083,-100.1959481,,America/Chicago,-5
F49,Slaton Municipal,Slaton,TX,USA,33.484809999999996,-101.66071579999999,,America/Chicago,-5
T74,Taylor Municipal,Taylor,TX,USA,30.57194444,-97.44316667,,America/Chicago,-5
F18,Cleburne Municipal,Cleburne,TX,USA,32.35376389,-97.43375,,America/Chicago,-5
Q55,Dimmitt Municipal,Dimmitt,TX,USA,34.56673556,-102.3226947,,America/Chicago,-5
HHF,Hemphill County,Canadian,TX,USA,35.89530778,-100.4036397,,America/Chicago,-5
SWW,Avenger ,Sweetwater,TX,USA,32.46736806,-100.4665508,,America/Chicago,-5
7F7,Clifton Municipal,Clifton,TX,USA,31.81682333,-97.56696361,,America/Chicago,-5
2F5,Lamesa Municipal,Lamesa,TX,USA,32.75627778,-101.9194722,,America/Chicago,-5
4F2,Panola County-Sharpe ,Carthage,TX,USA,32.17608333,-94.29880556,,America/Chicago,-5
5R3,Rusty Allen ,Lago Vista,TX,USA,30.498585,-97.96947222,,America/Chicago,-5
DUX,Moore County,Dumas,TX,USA,35.85792833,-102.0130978,,America/Chicago,-5
Q00,Littlefield Municipal,Littlefield,TX,USA,33.92395306,-102.38668309999998,,America/Chicago,-5
E38,Alpine-Casparis Municipal,Alpine,TX,USA,30.38422222,-103.6835833,,America/Chicago,-5
F01,Quanah Municipal,Quanah,TX,USA,34.27708306,-99.75926861,,America/Chicago,-5
F05,Vernon - Wilbarger County,Vernon,TX,USA,34.22566806,-99.28375,,America/Chicago,-5
F21,Memphis Municipal,Memphis,TX,USA,34.73958944,-100.52970079999999,,America/Chicago,-5
F55,Granbury Municipal,Granbury,TX,USA,32.44441583,-97.8169475,,America/Chicago,-5
T35,Cameron Municipal Airpark,Cameron,TX,USA,30.87935556,-96.97109694,,America/Chicago,-5
T56,Crockett-Houston County,Crockett,TX,USA,31.30696111,-95.40383056,,America/Chicago,-5
1F9,Bridgeport Municipal,Bridgeport,TX,USA,33.17533333,-97.82838889,,America/Chicago,-5
8F7,Decatur Municipal,Decatur,TX,USA,33.25463889,-97.58055556,,America/Chicago,-5
T78,Liberty Municipal,Liberty,TX,USA,30.07780556,-94.69855556,,America/Chicago,-5
3R0,Beeville Municipal,Beeville,TX,USA,28.36455528,-97.79208194,,America/Chicago,-5
ELA,Eagle Lake Municipal,Eagle Lake,TX,USA,29.60301389,-96.32248444,,America/Chicago,-5
SNK,Winston ,Snyder,TX,USA,32.69338667,-100.9504525,,America/Chicago,-5
HBV,Jim Hogg County,Hebbronville,TX,USA,27.34955556,-98.73697222,,America/Chicago,-5
5R5,Wharton Municipal,Wharton,TX,USA,29.25427778,-96.15438889,,America/Chicago,-5
E52,Oldham County,Vega,TX,USA,35.23199833,-102.3990931,,America/Chicago,-5
HDO,Hondo Municipal,Hondo,TX,USA,29.35952778,-99.17666667,,America/Chicago,-5
HYI,San Marcos Municipal,San Marcos,TX,USA,29.89361111,-97.86469444,,America/Chicago,-5
T71,Cuero Municipal,Cuero,TX,USA,29.08358806,-97.26693417,,America/Chicago,-5
2T1,Muleshoe Municipal,Muleshoe,TX,USA,34.18513639,-102.6410981,,America/Chicago,-5
E15,Graham Municipal,Graham,TX,USA,33.11022222,-98.55527861,,America/Chicago,-5
7F9,Comanche County-City,Comanche,TX,USA,31.91681306,-98.600325,,America/Chicago,-5
84R,Smithville Municipal,Smithville,TX,USA,30.03048028,-97.16687194,,America/Chicago,-5
26R,Jackson County,Edna/Ganado,TX,USA,29.001009999999997,-96.58194667,,America/Chicago,-5
FWS,Spinks,Fort Worth,TX,USA,32.56522778,-97.30807778,,America/Chicago,-5
T49,Big Spring McMahon-Wrinkle,Big Spring,TX,USA,32.21261111,-101.52163890000001,,America/Chicago,-5
E42,Spearman Municipal,Spearman,TX,USA,36.221,-101.1945,,America/Chicago,-5
F41,Ennis Municipal,Ennis,TX,USA,32.32969444,-96.66388889,,America/Chicago,-5
PSN,Palestine Municipal,Palestine,TX,USA,31.77969444,-95.70630556,,America/Chicago,-5
05F,Gatesville - City/County,Gatesville,TX,USA,31.42127556,-97.79696778,,America/Chicago,-5
5T5,Hillsboro Municipal,Hillsboro,TX,USA,32.08348611,-97.09722722,,America/Chicago,-5
7F3,Caddo Mills Municipal,Caddo Mills,TX,USA,33.03622222,-96.24313889,,America/Chicago,-5
Q41,Floydada Municipal,Floydada,TX,USA,34.00230056,-101.330435,,America/Chicago,-5
CRS,C Davis Campbell -Corsicana Muni,Corsicana,TX,USA,32.02748861,-96.39803611,,America/Chicago,-5
PWG,McGregor Exectuive ,Waco,TX,USA,31.48491667,-97.31652778,,America/Chicago,-5
3T5,Fayette Regional Air Center,La Grange,TX,USA,29.90930556,-96.9505,,America/Chicago,-5
F12,Rusk County,Henderson,TX,USA,32.14172222,-94.85172222,,America/Chicago,-5
T60,Stonewall County,Aspermont,TX,USA,33.17231861,-100.19760440000002,,America/Chicago,-5
21F,Jacksboro Municipal,Jacksboro,TX,USA,33.228725,-98.14671083,,America/Chicago,-5
31F,Gaines County,Seminole,TX,USA,32.67535389,-102.65268499999999,,America/Chicago,-5
CZT,Dimmit County,Carrizo Springs,TX,USA,28.52225111,-99.82363444,,America/Chicago,-5
2R9,Karnes County,Kenedy,TX,USA,28.8250075,-97.86558333,,America/Chicago,-5
50R,Lockhart Municipal,Lockhart,TX,USA,29.85033333,-97.67241667,,America/Chicago,-5
62H,Giddings-Lee County,Giddings,TX,USA,30.16927167,-96.98001083,,America/Chicago,-5
T18,Brooks County,Falfurrias,TX,USA,27.20683333,-98.12117083,,America/Chicago,-5
5T9,Maverick County Meml Intl,Eagle Pass,TX,USA,28.85719361,-100.5122997,,America/Chicago,-5
HQZ,Mesquite Metro,Mesquite,TX,USA,32.74696278,-96.53041722,,America/Chicago,-5
T82,Gillespie County,Fredericksburg,TX,USA,30.24369444,-98.90952778,,America/Chicago,-5
JSO,Jacksonville-Cherokee County,Jacksonville,TX,USA,31.86933667,-95.21739028,,America/Chicago,-5
ONY,Olney Municipal,Olney,TX,USA,33.35088056,-98.81916667,,America/Chicago,-5
T41,La Porte Municipal,La Porte,TX,USA,29.66925,-95.06419444,,America/Chicago,-5
TRL,Terrell Municipal,Terrell,TX,USA,32.71004667,-96.26742306,,America/Chicago,-5
25R,International,Edinburg,TX,USA,26.44201083,-98.12945306,,America/Chicago,-5
DTO,Denton Municipal,Denton,TX,USA,33.20072167,-97.19797722,,America/Chicago,-5
Q26,Terry County,Brownfield,TX,USA,33.173675,-102.1926208,,America/Chicago,-5
VHN,Culberson County,Van Horn,TX,USA,31.05784417,-104.7838056,,America/Chicago,-5
45R,Kountz - Hawthorne ,Kountze/Silsbee,TX,USA,30.33633806,-94.25754361,,America/Chicago,-5
E01,Monahans-Roy Hurd Memorial,Monahans,TX,USA,31.58246583,-102.9090428,,America/Chicago,-5
F56,Arledge ,Stamford,TX,USA,32.91019472,-99.73422972,,America/Chicago,-5
T00,Chambers County,Anahauac,TX,USA,29.77,-94.66361194,,America/Chicago,-5
11R,Brenham Municipal,Brenham,TX,USA,30.219,-96.37427778,,America/Chicago,-5
E19,Gruver Municipal,Gruver,TX,USA,36.23372611,-101.43218940000001,,America/Chicago,-5
U43,Monticello,Monticello,UT,USA,37.937215,-109.3465053,,America/Denver,-6
74V,Roosevelt Municipal,Roosevelt,UT,USA,40.27829167,-110.0512619,,America/Denver,-6
BDG,Blanding Muni,Blanding,UT,USA,37.58303472,-109.48328889999999,,America/Denver,-6
U52,Beaver Municipal,Beaver,UT,USA,38.230709999999995,-112.6753497,,America/Denver,-6
U96,Cal Black Memorial,Halls Crossing,UT,USA,37.44221444,-110.56958359999999,,America/Denver,-6
1L9,Parowan,Parowan,UT,USA,37.85969694,-112.816055,,America/Denver,-6
HVE,Hanksville,Hanksville,UT,USA,38.41803722,-110.70403780000001,,America/Denver,-6
1L7,Escalante Municipal,Escalante,UT,USA,37.74532639,-111.5701653,,America/Denver,-6
MLF,Milford Municipal,Milford,UT,USA,38.426632500000004,-113.0124564,,America/Denver,-6
40U,Manila,Manila,UT,USA,40.98607,-109.6784811,,America/Denver,-6
U42,Salt Lake City Municipal 2,Salt Lake City,UT,USA,40.61954,-111.9928858,,America/Denver,-6
41U,Manti-Ephraim,Manti,UT,USA,39.32912833,-111.61463970000001,,America/Denver,-6
KNB,Kanab Muni,Kanab,UT,USA,37.01110583,-112.5311936,,America/Denver,-6
36U,Heber City Municipal/Russ McDonald ,Heber,UT,USA,40.48180556,-111.42880559999999,,America/Denver,-6
U34,Green River Muni,Green River,UT,USA,38.96136167,-110.22736189999999,,America/Denver,-6
U69,Duchesne Municipal,Duchesne,UT,USA,40.19190167,-110.3809886,,America/Denver,-6
U77,Spanish Fork-Springville,Spanish Fork,UT,USA,40.14162139,-111.6613125,,America/Denver,-6
38U,Wayne Wonderland,Loa,UT,USA,38.36247972,-111.59601640000001,,America/Denver,-6
RIF,Richfield Muni,Richfield,UT,USA,38.73643611,-112.09894440000001,,America/Denver,-6
U55,Panguitch Municipal,Panguitch,UT,USA,37.84523333,-112.3918731,,America/Denver,-6
U14,Nephi Municipal,Nephi,UT,USA,39.73884333,-111.87160109999999,,America/Denver,-6
FKN,Franklin Municipal-John Beverly Rose,Franklin,VA,USA,36.69817806,-76.90312694,,America/New_York,-4
PSK,New River Valley,Dublin,VA,USA,37.13734528,-80.67848167,,America/New_York,-4
CPK,Chesapeake Municipal,Norfolk,VA,USA,36.66561833,-76.32066389,,America/New_York,-4
BCB,Virginia Tech,Blacksburg,VA,USA,37.20782361,-80.40832778,,America/New_York,-4
MKJ,Mountain Empire,Marion,VA,USA,36.8948525,-81.349955000000008,,America/New_York,-4
FVX,Farmville Municipal,Farmville,VA,USA,37.35752861,-78.43779806,,America/New_York,-4
VJI,Virginia Highlands,Abingdon,VA,USA,36.68711028,-82.03333583,,America/New_York,-4
LKU,Louisa County / Freeman ,Louisa,VA,USA,38.00983333,-77.97013889,,America/New_York,-4
W96,New Kent County,Quinton,VA,USA,37.50320139,-77.12552694,,America/New_York,-4
JYO,Leesburg Executive ,Leesburg,VA,USA,39.07797222,-77.5575,,America/New_York,-4
CJR,Culpeper Regional,Culpeper,VA,USA,38.5267075,-77.85885528,,America/New_York,-4
EMV,Emporia-Greensville Regional,Emporia,VA,USA,36.68691667,-77.48280556,,America/New_York,-4
MFV,Accomack County,Melfa,VA,USA,37.64688889,-75.76105556,,America/New_York,-4
0V4,Brookneal/Campbell County,Brookneal,VA,USA,37.14172222,-79.01638889,,America/New_York,-4
OKV,Winchester Regional,Winchester,VA,USA,39.14352139,-78.14444444,,America/New_York,-4
6V3,Tazewell County,Richlands,VA,USA,37.06374667,-81.79826944,,America/New_York,-4
W31,Lunenburg County,Kenbridge,VA,USA,36.96015,-78.18499861,,America/New_York,-4
AVC,Mecklenburg-Brunswick Regional,South Hill,VA,USA,36.68827778,-78.05447222,,America/New_York,-4
GDY,Grundy Municipal,Grundy,VA,USA,37.23240111,-82.12499083,,America/New_York,-4
FRR,Front Royal-Warren County,Front Royal,VA,USA,38.9175325,-78.25351472,,America/New_York,-4
W78,William M Tuck,South Boston,VA,USA,36.710045,-78.84802028,,America/New_York,-4
FCI,Chesterfield County,Richmond,VA,USA,37.4065375,-77.52498667,,America/New_York,-4
W66,Warrenton-Fauquier,Warrenton,VA,USA,38.58704667,-77.71138389,,America/New_York,-4
HSP,Ingalls ,Hot Springs,VA,USA,37.95144444,-79.83389444,,America/New_York,-4
LNP,Lonesome Pine,Wise,VA,USA,36.98743194,-82.53017361,,America/New_York,-4
W45,Luray Caverns,Luray,VA,USA,38.66705556,-78.50058333,,America/New_York,-4
HEF,Manassas Reg./Harry P Davis ,Manassas,VA,USA,38.72141667,-77.51544444,,America/New_York,-4
W97,Middle Peninsula Regional,West Point,VA,USA,37.52122778,-76.764682499999992,,America/New_York,-4
CXE,Chase City Municipal,Chase City,VA,USA,36.78833556,-78.50155361,,America/New_York,-4
HLX,Twin County,Galax,VA,USA,36.76611472,-80.82356556,,America/New_York,-4
OFP,Hanover County Municipal,Richmond,VA,USA,37.7080325,-77.43601028,,America/New_York,-4
X66,Charlotte Amalie Harbor Seaplane Base,Charlotte Amalie,VI,USA,18.33856722,-64.94070111,,America/St_Thomas,-4
X67,Christiansted Harbor Seaplane Base,Christiansted,VI,USA,17.74719528,-64.70486444,,America/St_Thomas,-4
X96,Cruz Bay Harbor Seaplane Base,Cruz Bay,VI,USA,18.33689833,-64.79958306,,America/St_Thomas,-4
EFK,Newport State,Newport,VT,USA,44.88879722,-72.22915833,,America/New_York,-4
6B0,Middlebury State,Middlebury,VT,USA,43.98478278,-73.09594889,,America/New_York,-4
FSO,Franklin County State,Highgate,VT,USA,44.94028083,-73.09746,,America/New_York,-4
6B8,Caledonia County State,Lyndonville,VT,USA,44.56911417,-72.01797889,,America/New_York,-4
2B9,Post Mills,Post Mills,VT,USA,43.884235,-72.25370333,,America/New_York,-4
DDH,William H. Morse State,Bennington,VT,USA,42.891332500000004,-73.246407499999989,,America/New_York,-4
1B3,Fair Haven,Fair Haven,VT,USA,43.61534389,-73.27455556,,America/New_York,-4
0B7,Warren-Sugar Bush,Warren,VT,USA,44.11672722,-72.82705806,,America/New_York,-4
VSF,Springfield State/Hartness,Springfield,VT,USA,43.34362889,-72.5173125,,America/New_York,-4
0S9,Jefferson County International,Port Townsend,WA,USA,48.04981361,-122.80127920000001,,America/Los_Angeles,-7
68S,Davenport,Davenport,WA,USA,47.65404528,-118.16775190000001,,America/Los_Angeles,-7
EPH,Ephrata Muni,Ephrata,WA,USA,47.30758333,-119.5158889,,America/Los_Angeles,-7
1S0,Pierce County ,Puyallup,WA,USA,47.10391667,-122.28719440000002,,America/Los_Angeles,-7
S23,Ione Municipal,Ione,WA,USA,48.70727528,-117.41260359999998,,America/Los_Angeles,-7
72S,Rosalia Municipal,Rosalia,WA,USA,47.23683778,-117.4210244,,America/Los_Angeles,-7
VUO,Pearson Airpark,Vancouver,WA,USA,45.6204525,-122.65648829999999,,America/Los_Angeles,-7
W04,Ocean Shores Municipal,Ocean Shores,WA,USA,47.00369806,-124.14378500000001,,America/Los_Angeles,-7
2S1,Vashon Municipal,Vashon,WA,USA,47.45815333,-122.47735060000001,,America/Los_Angeles,-7
DEW,Deer Park,Deer Park,WA,USA,47.96663889,-117.42666670000001,,America/Los_Angeles,-7
WA31,Whidbey Air Park,Langley,WA,USA,48.01814917,-122.4384789,,America/Los_Angeles,-7
S31,Lopez Island,Lopez,WA,USA,48.48259944,-122.93684440000001,,America/Los_Angeles,-7
ORS,Orcas Island,Eastsound,WA,USA,48.70816,-122.91379609999998,,America/Los_Angeles,-7
FHR,Friday Harbor,Friday Harbor,WA,USA,48.52197222,-123.02436110000001,,America/Los_Angeles,-7
0S7,Dorothy Scott,Oroville,WA,USA,48.958965,-119.41196219999999,,America/Los_Angeles,-7
S70,Othello Muni,Othello,WA,USA,46.79486278,-119.0802875,,America/Los_Angeles,-7
2S8,Wilbur,Wilbur,WA,USA,47.75320639,-118.74389359999999,,America/Los_Angeles,-7
W33,Friday Harbor,Friday Harbor,WA,USA,48.53732194,-123.0096236,,America/Los_Angeles,-7
ELN,Bowers ,Ellensburg,WA,USA,47.03302778,-120.53069440000002,,America/Los_Angeles,-7
S60,Kenmore Air Harbor Inc,Kenmore,WA,USA,47.75482,-122.2592931,,America/Los_Angeles,-7
WA10,Grove ,Camas/Washougal,WA,USA,45.62777778,-122.40416670000002,,America/Los_Angeles,-7
1S5,Sunnyside Municipal,Sunnyside,WA,USA,46.32763139,-119.97059640000002,,America/Los_Angeles,-7
33S,Pru ,Ritzville,WA,USA,47.12487194,-118.39275390000002,,America/Los_Angeles,-7
S97,Anderson ,Brewster,WA,USA,48.10486806,-119.7206128,,America/Los_Angeles,-7
S10,Chelan Muni,Chelan,WA,USA,47.86597139,-119.94270530000001,,America/Los_Angeles,-7
RLD,Richland,Richland,WA,USA,46.305634999999995,-119.30418529999999,,America/Los_Angeles,-7
8S2,Cashmere-Dryden,Cashmere,WA,USA,47.51484611,-120.48480249999999,,America/Los_Angeles,-7
S43,Harvey ,Snohomish,WA,USA,47.90815306,-122.10540719999999,,America/Los_Angeles,-7
OMK,Omak,Omak,WA,USA,48.46440222,-119.5180503,,America/Los_Angeles,-7
63S,Colville Municipal,Colville,WA,USA,48.54156944,-117.8844247,,America/Los_Angeles,-7
S40,Prosser,Prosser,WA,USA,46.212355,-119.7928122,,America/Los_Angeles,-7
55S,Packwood,Packwood,WA,USA,46.60400083,-121.67786640000001,,America/Los_Angeles,-7
AWO,Arlington Municipal,Arlington,WA,USA,48.16074833,-122.1590208,,America/Los_Angeles,-7
TDO,Toledo-Winlock Ed Carlson Memorial ,Toledo,WA,USA,46.47709083,-122.80686000000001,,America/Los_Angeles,-7
S18,Forks,Forks,WA,USA,47.94146583,-124.39298670000001,,America/Los_Angeles,-7
S94,Whitman County Memorial,Colfax,WA,USA,46.8584975,-117.41379640000001,,America/Los_Angeles,-7
S52,Methow Valley State,Winthrop,WA,USA,48.42070056,-120.1470264,,America/Los_Angeles,-7
WA21,Grand Coulee Dam,Electric City,WA,USA,47.92348361,-119.0805789,,America/Los_Angeles,-7
74S,Anacortes,Anacortes,WA,USA,48.4989925,-122.6623956,,America/Los_Angeles,-7
WA43,Odessa Municipal,Odessa,WA,USA,47.358202500000004,-118.6733264,,America/Los_Angeles,-7
S50,Auburn Municipal,Auburn,WA,USA,47.32815583,-122.2265092,,America/Los_Angeles,-7
S93,Cle Elum Municipal,Cle Elum,WA,USA,47.18317583,-120.884525,,America/Los_Angeles,-7
UIL,Quillayute,Forks,WA,USA,47.93714444,-124.56124969999999,,America/Los_Angeles,-7
3CU,Cable Union,Cable,WI,USA,46.19424889,-91.24640972,,America/Chicago,-5
88C,Palmyra Municipal,Palmyra,WI,USA,42.88355556,-88.59743056,,America/Chicago,-5
BCK,Black River Falls Area,Black River Falls,WI,USA,44.25073861,-90.85528028,,America/Chicago,-5
