flight_date,airline,tailnumber,flight_number,src,dest,departure_time,arrival_time,flight_time,distance
2019-11-28,HA,N492HA,129,KOA,LIH,1000,1052,52.0,263.0
2019-11-28,HA,N488HA,130,OGG,KOA,1210,1246,36.0,84.0
2019-11-28,HA,N485HA,135,OGG,HNL,733,811,38.0,100.0
2019-11-28,HA,N479HA,136,HNL,OGG,648,728,40.0,100.0
2019-11-28,HA,N476HA,138,HNL,KOA,653,739,46.0,163.0
2019-11-28,HA,N484HA,139,KOA,OGG,1025,1100,35.0,84.0
2019-11-28,HA,N477HA,140,LIH,OGG,1001,1050,49.0,201.0
2019-11-28,HA,N493HA,142,HNL,ITO,710,804,54.0,216.0
2019-11-28,HA,N494HA,145,OGG,HNL,817,857,40.0,100.0
2019-11-28,HA,N494HA,146,HNL,OGG,709,749,40.0,100.0
2019-11-28,HA,N476HA,147,KOA,HNL,809,857,48.0,163.0
2019-11-28,HA,N481HA,149,OGG,LIH,1235,1322,47.0,201.0
2019-11-28,HA,N375HA,15,SAN,HNL,930,1345,375.0,2614.0
2019-11-28,HA,N489HA,153,HNL,LIH,738,819,41.0,102.0
2019-11-28,HA,N489HA,154,LIH,HNL,847,924,37.0,102.0
2019-11-28,HA,N495HA,155,OGG,HNL,850,930,40.0,100.0
2019-11-28,HA,N495HA,156,HNL,OGG,742,822,40.0,100.0
2019-11-28,HA,N488HA,158,HNL,KOA,757,843,46.0,163.0
2019-11-28,HA,N391HA,16,HNL,SAN,1425,2150,325.0,2614.0
2019-11-28,HA,N479HA,161,ITO,HNL,906,1000,54.0,216.0
2019-11-28,HA,N475HA,165,OGG,HNL,910,948,38.0,100.0
2019-11-28,HA,N475HA,166,HNL,OGG,800,841,41.0,100.0
2019-11-28,HA,N488HA,167,KOA,HNL,913,1000,47.0,163.0
2019-11-28,HA,N385HA,17,LAS,HNL,140,605,385.0,2762.0
2019-11-28,HA,N481HA,171,ITO,HNL,945,1039,54.0,216.0
2019-11-28,HA,N481HA,172,HNL,ITO,820,916,56.0,216.0
2019-11-28,HA,N487HA,175,OGG,HNL,930,1008,38.0,100.0
2019-11-28,HA,N487HA,176,HNL,OGG,820,901,41.0,100.0
2019-11-28,HA,N373HA,18,HNL,LAS,1545,2325,340.0,2762.0
2019-11-28,HA,N491HA,181,ITO,HNL,1031,1125,54.0,216.0
2019-11-28,HA,N477HA,183,HNL,LIH,851,933,42.0,102.0
2019-11-28,HA,N493HA,185,OGG,HNL,950,1028,38.0,100.0
2019-11-28,HA,N492HA,188,HNL,KOA,841,928,47.0,163.0
2019-11-28,HA,N227HA,19,SMF,HNL,830,1215,345.0,2462.0
2019-11-28,HA,N491HA,192,HNL,ITO,907,1002,55.0,216.0
2019-11-28,HA,N494HA,194,LIH,HNL,1039,1115,36.0,102.0
2019-11-28,HA,N483HA,195,OGG,HNL,1010,1050,40.0,100.0
2019-11-28,HA,N483HA,196,HNL,OGG,900,942,42.0,100.0
2019-11-28,HA,N476HA,197,KOA,HNL,1050,1137,47.0,163.0
2019-11-28,HA,N484HA,198,HNL,KOA,902,950,48.0,163.0
2019-11-28,HA,N396HA,2,HNL,LAX,1535,2300,325.0,2556.0
2019-11-28,HA,N216HA,20,HNL,SMF,1505,2215,310.0,2462.0
2019-11-28,HA,N494HA,203,HNL,LIH,929,1011,42.0,102.0
2019-11-28,HA,N489HA,205,OGG,HNL,1110,1150,40.0,100.0
2019-11-28,HA,N476HA,208,HNL,KOA,932,1020,48.0,163.0
2019-11-28,HA,N360HA,21,SEA,HNL,905,1320,375.0,2677.0
2019-11-28,HA,N492HA,214,LIH,HNL,1121,1156,35.0,102.0
2019-11-28,HA,N477HA,215,OGG,HNL,1135,1215,40.0,100.0
2019-11-28,HA,N489HA,216,HNL,OGG,959,1041,42.0,100.0
2019-11-28,HA,N390HA,22,HNL,SEA,1420,2205,345.0,2677.0
2019-11-28,HA,N495HA,221,ITO,HNL,1140,1234,54.0,216.0
2019-11-28,HA,N495HA,222,HNL,ITO,1015,1111,56.0,216.0
2019-11-28,HA,N475HA,223,HNL,LIH,1022,1103,41.0,102.0
2019-11-28,HA,N484HA,225,OGG,HNL,1155,1235,40.0,100.0
2019-11-28,HA,N217HA,23,OAK,OGG,700,1025,325.0,2349.0
2019-11-28,HA,N494HA,230,OGG,KOA,1400,1435,35.0,84.0
2019-11-28,HA,N487HA,233,HNL,LIH,1100,1143,43.0,102.0
2019-11-28,HA,N487HA,234,LIH,HNL,1211,1247,36.0,102.0
2019-11-28,HA,N488HA,236,HNL,OGG,1042,1125,43.0,100.0
2019-11-28,HA,N479HA,238,HNL,KOA,1035,1123,48.0,163.0
2019-11-28,HA,N479HA,239,KOA,OGG,1155,1230,35.0,84.0
2019-11-28,HA,N214HA,24,OGG,OAK,1210,1910,300.0,2349.0
2019-11-28,HA,N475HA,240,LIH,OGG,1131,1220,49.0,201.0
2019-11-28,HA,N481HA,246,HNL,OGG,1116,1200,44.0,100.0
2019-11-28,HA,N493HA,247,KOA,HNL,1226,1315,49.0,163.0
2019-11-28,HA,N493HA,248,HNL,KOA,1106,1156,50.0,163.0
2019-11-28,HA,N489HA,249,OGG,LIH,1406,1457,51.0,201.0
2019-11-28,HA,N381HA,25,PDX,HNL,950,1400,370.0,2603.0
2019-11-28,HA,N483HA,251,ITO,HNL,1245,1340,55.0,216.0
2019-11-28,HA,N483HA,252,HNL,ITO,1120,1216,56.0,216.0
2019-11-28,HA,N475HA,255,OGG,HNL,1253,1333,40.0,100.0
2019-11-28,HA,N227HA,26,HNL,PDX,1340,2110,330.0,2603.0
2019-11-28,HA,N491HA,264,LIH,HNL,1328,1405,37.0,102.0
2019-11-28,HA,N479HA,265,OGG,HNL,1313,1354,41.0,100.0
2019-11-28,HA,N488HA,267,KOA,HNL,1316,1405,49.0,163.0
2019-11-28,HA,N491HA,273,HNL,LIH,1215,1300,45.0,102.0
2019-11-28,HA,N481HA,274,LIH,HNL,1350,1427,37.0,102.0
2019-11-28,HA,N494HA,276,HNL,OGG,1219,1303,44.0,100.0
2019-11-28,HA,N476HA,277,KOA,HNL,1341,1430,49.0,163.0
2019-11-28,HA,N476HA,278,HNL,KOA,1222,1311,49.0,163.0
2019-11-28,HA,N477HA,285,OGG,HNL,1420,1503,43.0,100.0
2019-11-28,HA,N489HA,286,HNL,OGG,1240,1324,44.0,100.0
2019-11-28,HA,N492HA,287,KOA,HNL,1410,1501,51.0,163.0
2019-11-28,HA,N492HA,288,HNL,KOA,1242,1331,49.0,163.0
2019-11-28,HA,N392HA,29,SEA,OGG,1005,1425,380.0,2640.0
2019-11-28,HA,N487HA,291,ITO,HNL,1450,1545,55.0,216.0
2019-11-28,HA,N484HA,293,HNL,LIH,1313,1355,42.0,102.0
2019-11-28,HA,N477HA,296,HNL,OGG,1305,1350,45.0,100.0
2019-11-28,HA,N495HA,298,HNL,KOA,1307,1357,50.0,163.0
2019-11-28,HA,N373HA,3,LAX,HNL,1000,1400,360.0,2556.0
2019-11-28,HA,N392HA,30,OGG,SEA,1610,2335,325.0,2640.0
2019-11-28,HA,N487HA,302,HNL,ITO,1325,1421,56.0,216.0
2019-11-28,HA,N493HA,304,LIH,HNL,1515,1553,38.0,102.0
2019-11-28,HA,N494HA,307,KOA,HNL,1508,1558,50.0,163.0
2019-11-28,HA,N492HA,310,OGG,ITO,1711,1750,39.0,121.0
2019-11-28,HA,N475HA,315,OGG,HNL,1524,1605,41.0,100.0
2019-11-28,HA,N489HA,320,LIH,KOA,1526,1620,54.0,263.0
2019-11-28,HA,N483HA,321,ITO,HNL,1540,1634,54.0,216.0
2019-11-28,HA,N483HA,322,HNL,ITO,1413,1511,58.0,216.0
2019-11-28,HA,N493HA,323,HNL,LIH,1403,1447,44.0,102.0
2019-11-28,HA,N475HA,326,HNL,OGG,1410,1456,46.0,100.0
2019-11-28,HA,N479HA,327,KOA,HNL,1550,1640,50.0,163.0
2019-11-28,HA,N374HA,33,LAX,OGG,800,1150,350.0,2486.0
2019-11-28,HA,N495HA,330,OGG,KOA,1533,1610,37.0,84.0
2019-11-28,HA,N488HA,334,LIH,HNL,1614,1650,36.0,102.0
2019-11-28,HA,N491HA,335,OGG,HNL,1605,1645,40.0,100.0
2019-11-28,HA,N481HA,337,KOA,HNL,1624,1712,48.0,163.0
2019-11-28,HA,N479HA,338,HNL,KOA,1426,1515,49.0,163.0
2019-11-28,HA,N495HA,339,KOA,OGG,1427,1505,38.0,84.0
2019-11-28,HA,N374HA,34,OGG,LAX,1330,2040,310.0,2486.0
2019-11-28,HA,N484HA,340,LIH,OGG,1425,1512,47.0,201.0
2019-11-28,HA,N477HA,341,ITO,HNL,1658,1752,54.0,216.0
2019-11-28,HA,N484HA,344,LIH,HNL,1659,1736,37.0,102.0
2019-11-28,HA,N476HA,345,OGG,HNL,1631,1711,40.0,100.0
2019-11-28,HA,N491HA,346,HNL,OGG,1450,1536,46.0,100.0
2019-11-28,HA,N495HA,347,KOA,HNL,1645,1733,48.0,163.0
2019-11-28,HA,N484HA,349,OGG,LIH,1540,1631,51.0,201.0
2019-11-28,HA,N378HA,35,PHX,HNL,835,1220,405.0,2917.0
2019-11-28,HA,N488HA,353,HNL,LIH,1505,1546,41.0,102.0
2019-11-28,HA,N476HA,356,HNL,OGG,1520,1603,43.0,100.0
2019-11-28,HA,N489HA,357,KOA,HNL,1705,1753,48.0,163.0
2019-11-28,HA,N481HA,358,HNL,KOA,1505,1554,49.0,163.0
2019-11-28,HA,N393HA,36,HNL,PHX,1135,2035,360.0,2917.0
2019-11-28,HA,N477HA,362,HNL,ITO,1533,1629,56.0,216.0
2019-11-28,HA,N493HA,364,LIH,HNL,1735,1811,36.0,102.0
2019-11-28,HA,N492HA,366,HNL,OGG,1558,1641,43.0,100.0
2019-11-28,HA,N223HA,37,SAN,OGG,705,1110,365.0,2541.0
2019-11-28,HA,N487HA,372,HNL,ITO,1615,1711,56.0,216.0
2019-11-28,HA,N493HA,373,HNL,LIH,1625,1707,42.0,102.0
2019-11-28,HA,N475HA,375,OGG,HNL,1749,1828,39.0,100.0
2019-11-28,HA,N494HA,377,KOA,HNL,1754,1842,48.0,163.0
2019-11-28,HA,N217HA,38,OGG,SAN,1140,1900,320.0,2541.0
2019-11-28,HA,N483HA,383,HNL,LIH,1704,1745,41.0,102.0
2019-11-28,HA,N483HA,384,LIH,HNL,1815,1851,36.0,102.0
2019-11-28,HA,N475HA,386,HNL,OGG,1639,1721,42.0,100.0
2019-11-28,HA,N494HA,388,HNL,KOA,1635,1724,49.0,163.0
2019-11-28,HA,N218HA,39,PDX,OGG,840,1240,360.0,2562.0
2019-11-28,HA,N492HA,391,ITO,HNL,1820,1913,53.0,216.0
2019-11-28,HA,N385HA,4,HNL,LAX,2245,600,315.0,2556.0
2019-11-28,HA,N226HA,40,OGG,PDX,1445,2210,325.0,2562.0
2019-11-28,HA,N208HA,41,SFO,OGG,835,1210,335.0,2338.0
2019-11-28,HA,N218HA,42,OGG,SFO,1410,2105,295.0,2338.0
2019-11-28,HA,N212HA,43,SJC,HNL,715,1100,345.0,2417.0
2019-11-28,HA,N220HA,44,HNL,SJC,1230,1940,310.0,2417.0
2019-11-28,HA,N226HA,45,SJC,OGG,925,1300,335.0,2355.0
2019-11-28,HA,N208HA,46,OGG,SJC,1350,2050,300.0,2355.0
2019-11-28,HA,N375HA,465,HNL,PPG,1635,2120,345.0,2599.0
2019-11-28,HA,N375HA,466,PPG,HNL,2320,550,330.0,2599.0
2019-11-28,HA,N213HA,47,OAK,HNL,800,1140,340.0,2409.0
2019-11-28,HA,N212HA,48,HNL,OAK,1345,2100,315.0,2409.0
2019-11-28,HA,N383HA,50,HNL,JFK,1625,655,570.0,4983.0
2019-11-28,HA,N476HA,502,HNL,ITO,1741,1835,54.0,216.0
2019-11-28,HA,N481HA,503,HNL,LIH,1749,1830,41.0,102.0
2019-11-28,HA,N488HA,505,OGG,HNL,1845,1923,38.0,100.0
2019-11-28,HA,N488HA,506,HNL,OGG,1735,1815,40.0,100.0
2019-11-28,HA,N479HA,507,KOA,HNL,1856,1943,47.0,163.0
2019-11-28,HA,N479HA,508,HNL,KOA,1740,1826,46.0,163.0
2019-11-28,HA,N389HA,51,JFK,HNL,1000,1615,675.0,4983.0
2019-11-28,HA,N476HA,511,ITO,HNL,1904,1957,53.0,216.0
2019-11-28,HA,N481HA,514,LIH,HNL,1900,1937,37.0,102.0
2019-11-28,HA,N487HA,515,OGG,HNL,1905,1944,39.0,100.0
2019-11-28,HA,N495HA,516,HNL,OGG,1809,1850,41.0,100.0
2019-11-28,HA,N487HA,519,ITO,OGG,1740,1820,40.0,121.0
2019-11-28,HA,N495HA,525,OGG,HNL,1925,2004,39.0,100.0
2019-11-28,HA,N477HA,526,HNL,OGG,1829,1910,41.0,100.0
2019-11-28,HA,N491HA,528,HNL,KOA,1822,1910,48.0,163.0
2019-11-28,HA,N220HA,53,SFO,HNL,715,1100,345.0,2398.0
2019-11-28,HA,N493HA,532,HNL,ITO,1857,1953,56.0,216.0
2019-11-28,HA,N477HA,535,OGG,HNL,1945,2024,39.0,100.0
2019-11-28,HA,N491HA,537,KOA,HNL,1940,2028,48.0,163.0
2019-11-28,HA,N202HA,54,HNL,SFO,2205,515,310.0,2398.0
2019-11-28,HA,N493HA,541,ITO,HNL,2022,2115,53.0,216.0
2019-11-28,HA,N492HA,555,OGG,HNL,2056,2135,39.0,100.0
2019-11-28,HA,N492HA,556,HNL,OGG,1947,2028,41.0,100.0
2019-11-28,HA,N494HA,557,KOA,HNL,2100,2144,44.0,163.0
2019-11-28,HA,N494HA,558,HNL,KOA,1943,2030,47.0,163.0
2019-11-28,HA,N483HA,563,HNL,LIH,2015,2055,40.0,102.0
2019-11-28,HA,N483HA,564,LIH,HNL,2123,2158,35.0,102.0
2019-11-28,HA,N481HA,565,OGG,HNL,2119,2156,37.0,100.0
2019-11-28,HA,N481HA,566,HNL,OGG,2012,2051,39.0,100.0
2019-11-28,HA,N491HA,583,HNL,LIH,2155,2236,41.0,102.0
2019-11-28,HA,N491HA,584,LIH,HNL,2304,2341,37.0,102.0
2019-11-28,HA,N214HA,59,SMF,OGG,700,1040,340.0,2404.0
2019-11-28,HA,N493HA,595,OGG,HNL,2306,2343,37.0,100.0
2019-11-28,HA,N493HA,596,HNL,OGG,2158,2238,40.0,100.0
2019-11-28,HA,N223HA,60,OGG,SMF,1230,1950,320.0,2404.0
2019-11-28,HA,N209HA,61,LAX,KOA,1100,1455,355.0,2504.0
2019-11-28,HA,N209HA,62,KOA,LAX,1630,2355,325.0,2504.0
2019-11-28,HA,N205HA,63,LAX,LIH,900,1310,370.0,2615.0
2019-11-28,HA,N215HA,64,LIH,LAX,1455,2225,330.0,2615.0
2019-11-28,HA,N215HA,67,OAK,LIH,910,1255,345.0,2457.0
2019-11-28,HA,N205HA,68,LIH,OAK,1425,2140,315.0,2457.0
2019-11-28,HA,N216HA,69,LGB,HNL,820,1225,365.0,2569.0
2019-11-28,HA,N383HA,7,LAS,HNL,905,1335,390.0,2762.0
2019-11-28,HA,N213HA,70,HNL,LGB,1255,2020,325.0,2569.0
2019-11-28,HA,N389HA,8,HNL,LAS,2320,705,345.0,2762.0
2019-11-28,HA,N385HA,9,LAX,HNL,1705,2105,360.0,2556.0
2019-11-28,HA,N382HA,90,HNL,BOS,1510,550,580.0,5095.0
2019-11-28,HA,N381HA,92,HNL,OAK,2320,630,310.0,2409.0
2019-11-28,MQ,N264NN,3301,BOI,DFW,713,1120,187.0,1272.0
2019-11-28,MQ,N245NN,3302,EWR,ORD,539,723,164.0,719.0
2019-11-28,MQ,N252NN,3304,DFW,BOI,848,1119,211.0,1272.0
2019-11-28,MQ,N815AE,3306,JFK,PHL,930,1044,74.0,94.0
2019-11-28,MQ,N841AE,3307,DFW,JLN,1025,1144,79.0,327.0
2019-11-28,MQ,N265NN,3313,ORD,MSY,1005,1240,155.0,836.0
2019-11-28,MQ,N849AE,3314,DFW,BHM,1250,1436,106.0,597.0
2019-11-28,MQ,N922AE,3316,ACT,DFW,509,600,51.0,89.0
2019-11-28,MQ,N276NN,3317,DFW,LIT,1225,1340,75.0,304.0
2019-11-28,MQ,N812AE,3322,DRT,DFW,605,733,88.0,335.0
2019-11-28,MQ,N905JH,3323,DFW,LCH,1235,1354,79.0,295.0
2019-11-28,MQ,N803AE,3325,ABI,DFW,736,845,69.0,158.0
2019-11-28,MQ,N613AE,3328,ORD,PIT,1208,1435,87.0,413.0
2019-11-28,MQ,N837AE,3331,TRI,DFW,605,820,195.0,868.0
2019-11-28,MQ,N844AE,3335,GSO,LGA,1039,1224,105.0,461.0
2019-11-28,MQ,N271NN,3338,CMH,ORD,545,611,86.0,296.0
2019-11-28,MQ,N221NN,3340,DFW,LIT,1029,1145,76.0,304.0
2019-11-28,MQ,N925AE,3342,AVP,ORD,731,909,158.0,632.0
2019-11-28,MQ,N235NN,3345,TUL,DFW,500,610,70.0,237.0
2019-11-28,MQ,N249NN,3347,DFW,BUF,1029,1428,179.0,1212.0
2019-11-28,MQ,N280NN,3352,ORD,BUF,822,1104,102.0,473.0
2019-11-28,MQ,N825AE,3353,ABI,DFW,500,605,65.0,158.0
2019-11-28,MQ,N836AE,3355,DFW,DRT,1230,1401,91.0,335.0
2019-11-28,MQ,N928AE,3359,SAV,MIA,613,746,93.0,440.0
2019-11-28,MQ,N615AE,3360,ORD,SGF,1030,1216,106.0,438.0
2019-11-28,MQ,N618AE,3362,ORD,CID,955,1101,66.0,196.0
2019-11-28,MQ,N236NN,3366,ORD,EWR,1000,1315,135.0,719.0
2019-11-28,MQ,N220NN,3372,DFW,CVG,1227,1541,134.0,812.0
2019-11-28,MQ,N673AE,3375,MIA,SAV,1519,1650,91.0,440.0
2019-11-28,MQ,N673AE,3375,SAV,MIA,1719,1850,91.0,440.0
2019-11-28,MQ,N679AE,3380,BHM,MIA,600,901,121.0,661.0
2019-11-28,MQ,N257NN,3383,DFW,LIT,658,810,72.0,304.0
2019-11-28,MQ,N820AE,3387,ORD,CWA,820,931,71.0,213.0
2019-11-28,MQ,N820AE,3387,CWA,ORD,956,1120,84.0,213.0
2019-11-28,MQ,N902BC,3393,MIA,BHM,2149,2259,130.0,661.0
2019-11-28,MQ,N663AR,3396,ORD,CVG,1245,1457,72.0,264.0
2019-11-28,MQ,N243NN,3400,DFW,BRO,845,1025,100.0,482.0
2019-11-28,MQ,N284JN,3402,DFW,OKC,1040,1145,65.0,175.0
2019-11-28,MQ,N684JW,3403,CLE,ORD,540,619,99.0,315.0
2019-11-28,MQ,N693AE,3404,MIA,SAV,2150,2327,97.0,440.0
2019-11-28,MQ,N836AE,3405,DFW,TYR,911,1010,59.0,102.0
2019-11-28,MQ,N908AE,3407,MIA,GSP,1730,1931,121.0,637.0
2019-11-28,MQ,N285NN,3410,PVD,ORD,715,908,173.0,849.0
2019-11-28,MQ,N285NN,3412,ORD,IND,1215,1423,68.0,177.0
2019-11-28,MQ,N674RJ,3415,ORD,COU,1005,1129,84.0,315.0
2019-11-28,MQ,N284JN,3418,FAR,DFW,630,924,174.0,968.0
2019-11-28,MQ,N233NN,3419,LIT,DFW,636,801,85.0,304.0
2019-11-28,MQ,N681AE,3422,MIA,TYS,1410,1622,132.0,724.0
2019-11-28,MQ,N681AE,3422,TYS,MIA,1647,1855,128.0,724.0
2019-11-28,MQ,N235NN,3430,DFW,CHA,655,949,114.0,695.0
2019-11-28,MQ,N235NN,3430,CHA,DFW,1020,1143,143.0,695.0
2019-11-28,MQ,N858AE,3433,CLT,CAE,933,1038,65.0,88.0
2019-11-28,MQ,N858AE,3433,CAE,CLT,1104,1207,63.0,88.0
2019-11-28,MQ,N226NN,3435,DFW,XNA,1030,1145,75.0,280.0
2019-11-28,MQ,N232NN,3436,GRK,DFW,645,745,60.0,134.0
2019-11-28,MQ,N275NN,3439,DFW,SHV,1045,1151,66.0,190.0
2019-11-28,MQ,N826AE,3440,CLT,FNT,1204,1416,132.0,555.0
2019-11-28,MQ,N804AE,3442,CMI,ORD,806,915,69.0,135.0
2019-11-28,MQ,N653AE,3443,MHK,ORD,523,717,114.0,501.0
2019-11-28,MQ,N908AE,3446,GSP,MIA,548,746,118.0,637.0
2019-11-28,MQ,N267NN,3457,DFW,CVG,655,1007,132.0,812.0
2019-11-28,MQ,N227NN,3460,SYR,ORD,500,618,138.0,607.0
2019-11-28,MQ,N675AE,3462,ORD,AVP,1145,1434,109.0,632.0
2019-11-28,MQ,N813AE,3463,DFW,ABI,925,1030,65.0,158.0
2019-11-28,MQ,N541EA,3468,GRR,ORD,1415,1418,63.0,137.0
2019-11-28,MQ,N844AE,3473,LGA,MEM,1300,1509,189.0,963.0
2019-11-28,MQ,N848AE,3474,ORD,CMI,1030,1129,59.0,135.0
2019-11-28,MQ,N280NN,3476,CMH,ORD,713,744,91.0,296.0
2019-11-28,MQ,N541EA,3479,MSN,ORD,520,623,63.0,109.0
2019-11-28,MQ,N834AE,3487,LCH,DFW,555,717,82.0,295.0
2019-11-28,MQ,N825AE,3489,DFW,ABI,710,809,59.0,158.0
2019-11-28,MQ,N661JA,3492,ORD,MLI,845,944,59.0,139.0
2019-11-28,MQ,N661JA,3492,MLI,ORD,1009,1111,62.0,139.0
2019-11-28,MQ,N241NN,3494,DCA,XNA,1130,1329,179.0,963.0
2019-11-28,MQ,N909AE,3496,DFW,BPT,850,1013,83.0,270.0
2019-11-28,MQ,N909AE,3496,BPT,DFW,1038,1201,83.0,270.0
2019-11-28,MQ,N807AE,3498,DFW,TRI,1227,1548,141.0,868.0
2019-11-28,MQ,N833AE,3500,GCK,DFW,610,745,95.0,404.0
2019-11-28,MQ,N852AE,3503,CLL,DFW,500,609,69.0,164.0
2019-11-28,MQ,N255NN,3505,DFW,MSY,1353,1519,86.0,447.0
2019-11-28,MQ,N673AE,3508,PNS,MIA,537,818,101.0,530.0
2019-11-28,MQ,N611AE,3510,DFW,ACT,909,1008,59.0,89.0
2019-11-28,MQ,N250NN,3511,ORD,CMH,1240,1503,83.0,296.0
2019-11-28,MQ,N857AE,3512,CLT,SGF,1430,1556,146.0,708.0
2019-11-28,MQ,N667GB,3514,ORD,HSV,825,1016,111.0,510.0
2019-11-28,MQ,N220NN,3516,DFW,TUL,840,946,66.0,237.0
2019-11-28,MQ,N220NN,3516,TUL,DFW,1024,1139,75.0,237.0
2019-11-28,MQ,N258NN,3518,IND,ORD,720,737,77.0,177.0
2019-11-28,MQ,N661JA,3519,ORD,TVC,1152,1400,68.0,224.0
2019-11-28,MQ,N905JH,3520,GRK,DFW,1031,1136,65.0,134.0
2019-11-28,MQ,N843AE,3521,LGA,CLE,1005,1201,116.0,419.0
2019-11-28,MQ,N815AE,3524,PIT,JFK,1547,1721,94.0,340.0
2019-11-28,MQ,N823AE,3525,ORD,BMI,839,937,58.0,116.0
2019-11-28,MQ,N823AE,3525,BMI,ORD,1002,1102,60.0,116.0
2019-11-28,MQ,N611AE,3528,ACT,DFW,1037,1129,52.0,89.0
2019-11-28,MQ,N275NN,3529,EVV,DFW,645,914,149.0,642.0
2019-11-28,MQ,N849AE,3530,DFW,ACT,1028,1117,49.0,89.0
2019-11-28,MQ,N849AE,3530,ACT,DFW,1142,1234,52.0,89.0
2019-11-28,MQ,N542EA,3534,ORD,CMH,725,941,76.0,296.0
2019-11-28,MQ,N242NN,3534,CMH,ORD,1020,1047,87.0,296.0
2019-11-28,MQ,N676AE,3535,MQT,ORD,840,921,101.0,303.0
2019-11-28,MQ,N611AE,3537,DFW,CMI,1257,1501,124.0,692.0
2019-11-28,MQ,N240NN,3538,ORD,SYR,1150,1437,107.0,607.0
2019-11-28,MQ,N622AE,3540,SGF,ORD,600,751,111.0,438.0
2019-11-28,MQ,N840AE,3542,AEX,DFW,1034,1153,79.0,285.0
2019-11-28,MQ,N850AE,3547,ORD,ALO,1130,1239,69.0,234.0
2019-11-28,MQ,N838AE,3548,SGF,DFW,755,939,104.0,364.0
2019-11-28,MQ,N246NN,3550,CAE,DFW,735,930,175.0,922.0
2019-11-28,MQ,N678AE,3552,MIA,JAX,830,949,79.0,335.0
2019-11-28,MQ,N678AE,3552,JAX,MIA,1017,1135,78.0,335.0
2019-11-28,MQ,N245NN,3556,ORD,MDT,828,1124,116.0,594.0
2019-11-28,MQ,N245NN,3556,MDT,ORD,1154,1307,133.0,594.0
2019-11-28,MQ,N856AE,3557,DFW,TXK,850,952,62.0,181.0
2019-11-28,MQ,N856AE,3557,TXK,DFW,1018,1129,71.0,181.0
2019-11-28,MQ,N933JN,3565,GSO,MIA,723,945,142.0,710.0
2019-11-28,MQ,N675AE,3568,RST,ORD,543,724,101.0,268.0
2019-11-28,MQ,N688AE,3571,SPS,DFW,500,601,61.0,113.0
2019-11-28,MQ,N265NN,3572,CMH,ORD,830,902,92.0,296.0
2019-11-28,MQ,N837AE,3574,DFW,LRD,855,1033,98.0,396.0
2019-11-28,MQ,N280NN,3576,ORD,XNA,1327,1523,116.0,522.0
2019-11-28,MQ,N667GB,3577,CMI,ORD,621,734,73.0,135.0
2019-11-28,MQ,N678AE,3579,MIA,GNV,2151,2310,79.0,294.0
2019-11-28,MQ,N622AE,3580,ORD,ORF,840,1153,133.0,717.0
2019-11-28,MQ,N244NN,3582,MSN,DFW,705,941,156.0,821.0
2019-11-28,MQ,N813AE,3585,DFW,GRK,706,806,60.0,134.0
2019-11-28,MQ,N813AE,3585,GRK,DFW,831,937,66.0,134.0
2019-11-28,MQ,N252NN,3591,XNA,DFW,629,752,83.0,280.0
2019-11-28,MQ,N815AE,3594,PHL,JFK,1157,1300,63.0,94.0
2019-11-28,MQ,N687JS,3598,CID,ORD,630,757,87.0,196.0
2019-11-28,MQ,N820AE,3601,AZO,ORD,612,621,69.0,122.0
2019-11-28,MQ,N680AE,3603,ORD,BHM,1220,1414,114.0,583.0
2019-11-28,MQ,N909AE,3606,DFW,SPS,1310,1409,59.0,113.0
2019-11-28,MQ,N833AE,3607,DFW,SWO,1252,1400,68.0,225.0
2019-11-28,MQ,N857AE,3609,LGA,GSO,849,1045,116.0,461.0
2019-11-28,MQ,N941LT,3612,SPS,DFW,1036,1137,61.0,113.0
2019-11-28,MQ,N281NN,3614,DFW,XNA,840,950,70.0,280.0
2019-11-28,MQ,N281NN,3614,XNA,DFW,1021,1141,80.0,280.0
2019-11-28,MQ,N254NN,3615,DFW,FAR,913,1159,166.0,968.0
2019-11-28,MQ,N843AE,3616,CMH,LGA,635,828,113.0,479.0
2019-11-28,MQ,N900AE,3618,ORD,ALB,734,1032,118.0,723.0
2019-11-28,MQ,N900AE,3618,ALB,ORD,1104,1238,154.0,723.0
2019-11-28,MQ,N684JW,3619,ORD,GSO,1150,1441,111.0,589.0
2019-11-28,MQ,N271NN,3621,ORD,IAH,655,953,178.0,925.0
2019-11-28,MQ,N257NN,3627,DCA,LIT,1245,1435,170.0,888.0
2019-11-28,MQ,N844AE,3631,GSO,CLT,527,642,75.0,83.0
2019-11-28,MQ,N825AE,3632,ABI,DFW,835,945,70.0,158.0
2019-11-28,MQ,N854AE,3634,ORF,LGA,601,724,83.0,296.0
2019-11-28,MQ,N256NN,3636,ORD,TUL,950,1152,122.0,585.0
2019-11-28,MQ,N681AE,3638,CVG,MIA,659,945,166.0,948.0
2019-11-28,MQ,N932AE,3641,ORD,DBQ,1000,1101,61.0,147.0
2019-11-28,MQ,N840AE,3642,DFW,AEX,851,1009,78.0,285.0
2019-11-28,MQ,N605KS,3643,ORD,SUX,1020,1204,104.0,436.0
2019-11-28,MQ,N685AE,3647,ABI,DFW,635,744,69.0,158.0
2019-11-28,MQ,N612AE,3648,DFW,BTR,1040,1214,94.0,383.0
2019-11-28,MQ,N229NN,3649,ORD,PVD,1155,1508,133.0,849.0
